,Descripcion,Amenidades,Detalles,Precio,Direccion
81,"FRACCIONAMIENTO PRADERA DORADA

AMPLIA PROPIEDAD ADAPTADA PARA OFICINAS Y 1 DEPARTAMENTO
6 RECAMARAS
4.5 BAÑOS
COCINA
DEPARTAMENTO CON 1 RECAMARA, SALA, COMEDOR
COCHERA PARA 4 AUTOS
UNIDAD DE REFRIGERACIÓN",[],"['Recámara(s)\n6+', 'Baños\n4+', 'Garage\n4+', 'Terreno\n396m2', 'Vendedor(a)\nInmobiliaria']","$148,000 USD",Pradera Dorada
82,"Casa En Venta Fraccionamiento Paseo del Real, Sector calle La Sarzana, Tres Torres, Francisco Villarreal

Alberca
Frente a parque
Fuente
2 terrazas
Estudio grande 
Estancia
3 recamaras
Cocina integral
Sala 
Comedor
Aislamiento en muros y techo
Acabados de piedra
Unidad paquete de 5 toneladas

Fraccionamiento privado
Previa Cita ",[],"['Recámara(s)\n3', 'Baños\n2', 'Garage\n2', 'Terreno\n163m2', 'Vendedor(a)\nInmobiliaria']","$2,650,000",Cd. Juarez
83,"Casa de Un Solo Piso
FRACC LOS NOGALES 

3 RECÁMARAS CON CLOSET
4 baños y media
SALA
ESTANCIA 
COMEDOR AMPLIOS
COCINA
SOTANO ( cuarto de juego)
CUARTO DE LAVADO
TERRAZA CON MALLA SOMBRA
CUARTO DE SERVICIO 
COCHERA PARA 6 CARROS
PATIO 

Departamento independiente con baño , cocina , 1 recámara y closet
Equipado con CCS, climas, rejas de seguridad,alarma, rejas

con pisos de porcelanato , puertas reforzadas , aislada, construcción de primera calidad , lavadora, secadora.
 ",[],"['Recámara(s)\n3', 'Baños\n4+', 'Garage\n4+', 'Terreno\n450m2', 'Vendedor(a)\nInmobiliaria']","$5,890,000",Aurora
84,"Casa en Venta Zona Campos Eliseos AMUEBLADA

4 recamaras
4 baños 
cochera para 4 autos
sala
cocina
comedor
estudio
alberca",[],"['Recámara(s)\n4', 'Baños\n4+', 'Garage\n4+', 'Terreno\n400m2', 'Vendedor(a)\nInmobiliaria']","$12,500,000",Campos Elíseos
85,"Frac. Ampliación Aeropuerto
(Ubicación: acceso Manuel j. clourthier y cotufa)              
Distribución: edificio de dos plantas 8 recamaras, 2 baños, áreas definidas como aulas, excelente para negocio de oficinas, medico, guardería, escuela.
 Equipo: pisos de cerámica en todas las áreas , closet en planta alta.

Construcción   206,14 m²
Precio de oferta $ 1,170,000
EXCELENTES CONDICIONES.",[],"['Recámara(s)\n6+', 'Baños\n2', 'Vendedor(a)\nInmobiliaria']","$1,170,000",Ampliación Aeropuerto
86,"Sobre el residencial
Desde $2,675,000* MXN
El espacio donde tu hogar te espera, para que tu familia viva plena y segura en un ambiente lleno de tranquilidad. Vive cerca de todo lo que necesitas en un entorno completamente consolidado. Escuelas, farmacias, supermercados y una plaza comercial a sólo pasos de tu hogar. Características: - Dos modelos distintos.- Casas desde 195.6 m2 de construcción en terrenos de 198 m2 - Amenidades para toda la familia.- Espacio para dos autos por casa.- La mejor ubicación. - Cámaras de seguridad en caseta y cerco electrificado.- Atrás de Plaza Sendero, a 1 min. de la UD y la URN.


Aruma
Construcción: 195.6 m² Lote: 198 m² - Sala - Comedor - Cocina - 1/2 baño - Espacio para dos vehículos - Amplio espacio funcional en patio - 3 recámaras - Estancia - 2 baños completos - Espacio para clósets - Recámara principal con clóset vestidor - Lavandería

Itze
Construcción: 200.5 m² Lote: 198 m²- Sala - Comedor - Cocina - Estancia - Baño completo - Espacio para dos vehículos - Amplio espacio funcional en patio - 2 recámaras con clóset vestidor - 1 recámara con espacio para clóset - 2 baños completos - Lavandería",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Vendedor(a)\nInmobiliaria']","$2,675,000",Cd. Juarez
87,"Desde $998,000* MXN
Conjunto ubicado en uno de los cuadros más importantes de la ciudad, rodeado de establecimientos comerciales y equipamiento de salud sobre el Eje Vial Juan Gabriel, el fraccionamiento cuenta con 317 viviendas y seguridad en dos accesos con casetas de vigilancia, además de grandes parques con extensas áreas verdes caminables. El diseño de las casas sigue un concepto minimalista con colores tenues y neutros que se complementan entre ellos en lotes de 120 m².

Azure
Construcción 84.121 m² Terreno 120.05 m²
- Sala/comedor/cocina - Área de lavado - 3 recámaras - Baño completo en planta alta - ½ baño en planta baja - Espacio para clósets - Piso de cerámica - Estacionamiento para dos autos - Amplio espacio funcional en patio

Ambra  Construcción 90.083 m² Terreno 120.05 m² - Sala/comedor/cocina - Área de lavado - 3 recámaras - Baño completo en planta alta - ½ baño en planta baja - Espacio para clósets - Piso de cerámica 
- Estacionamiento para dos autos - Amplio espacio funcional en patio",[],"['Recámara(s)\n3', 'Baños\n1', 'Medio Baños\n1', 'Vendedor(a)\nInmobiliaria']","$1,057,880",Colonial
88,"JARDINES DE SAN PABLO.
Cerca de centros comerciales, Puente Internacional Zaragoza escuelas, farmacias, fáciles vías de acceso.

$2,200,000 MN. precio de venta
**Disfruta de privacidad pues solo tendras 39 vecinos. 
**La casa cuenta con 3 recámaras, 1.5 baños, sala, comedor y cocina con excelentes dimensiones.
**ADEMÁS ESTANCIA EN PLANTA BAJA, que facilmente podrias convertir en recámara de ser necesario.
Patio con buen tamaño y asador incluido, cochera techada decorada con piedra lija, spotlights 
¡tu decide donde quieres hacer las reuniones familiares!}
Una casa para que no tengas que empezar de cero en decorar.
Equipamiento que incluye:
-Clima
-Ventanas doble vidrio
-Boiler
-Bellos acabados
-Cocineta integral
-Closets como nuevos
-spotlights
-Zoclos de madera en toda la casa 
T132 m2
C166 m2",[],"['Recámara(s)\n3', 'Baños\n1', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n132m2', 'Vendedor(a)\nInmobiliaria']","$2,200,000",Waterfill Río Bravo
89,"CASA EN VENTA COLONIA MAGISTERIAL  EXCELENTE SECTOR
MXN 1,920,000 MN
Casa en Venta Col. Magisterial
Río Yukon , Entre Plutarco Elías Calles y 21 de Marzo
Precio de venta  $ 1’920,000 MN
Terreno 200 m2
Construcción 162 m2
PLANTA BAJA
** Sala, comedor, cocina
** Estancia
** 3 recámara
** 2 baños completos
 PLANTA ALTA
** 2 habitaciones 
** Estancia
** Terraza
** Cochera para un auto",[],"['Recámara(s)\n3', 'Baños\n2', 'Garage\n1', 'Terreno\n200m2', 'Vendedor(a)\nInmobiliaria']","$1,920,000",Los Nogales
90,"PRECIOSA  RESIDENCIA A ESTRENAR!   EN ESQUINA

Para gustos exigentes hoy les presentamos la siguiente opción:

Ubicación: Tomas Fernández, a unos metros de Cibeles y Wendys. Bosques de senecu 

- 490.66 m2 de terreno

- 527.24 m2 de construcción 



$11,000,000 MXN  



Planta baja: 

Techos a doble altura

Recibidor 

Chimenea con cuarzo 

Espaciosa sala y comedor

Hermosa cocina con granito

1/2 baño para visitas 

Ante comedor con hermosa vista al patio con su alberca 

Amplia terraza con barra de cuarzo, y acceso directo al patio, así como acceso directo por fuera 



Patio:

Hermosa alberca con jacuzzi

1 baño completo para alberca 

Acceso directo a su terraza techada 



Planta alta:

3 recamaras, cada una con closet y baño completo.

*** Recamara principal con hermosa terraza y closet vestidor, baño completo con jacuzzi.

Recamaras secundarias con balcón 

Estancia con hermosa vista 

Cuarto de lavandería con gabinetes, opción a tenerla en planta baja también. 



Equipamiento:

- 2 unidades paquete de 5 toneladas

- Cancelaría de vidrio en:  Baños, en balcón, terraza y pasamanos en planta alta

 - Cochera eléctrica, amplio estacionamiento al exterior.

- Cocina con granito

- Terraza con barra de cuarzo

- Chimenea de cuarzo 

LOTE EN ESQUINA  !!!  Agenda tu cita y conócela !!",[],"['Recámara(s)\n3', 'Baños\n4+', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n490m2', 'Vendedor(a)\nInmobiliaria']","$11,000,000",Bosque Senecú
91,"PRECIO DE VENTA $1,950,000 MN

TERRENO: 150.37 M2
CONSTRUCCION: 239.14 M2


Propiedad en VENTA con acceso fácil a vías principales a escasos minutos de las avenidas Manuel J. Clouthier (Jilotepec) y Francisco Villarreal Torres ubicada en la Colonia Hermila, lista para habitarse y/o remodelarse a su gusto. 

En planta baja cuenta con un área para recibidor, amplio comedor, sala en desnivel y un baño completo. La cocina cuenta con espacio para desayunador, cuarto de lavadora-secadora anexo y acceso independiente a la cochera. Cocina integral incluida. 

La planta alta cuenta con 4 recámaras, un baño completo, closet de blancos, y estancia que conecta a una terraza. La casa cuenta con dos aires acondicionados de pared y un minisplit.

La casa cuenta con patio, terraza y cochera techada y enrejada.",[],"['Recámara(s)\n4', 'Baños\n2', 'Garage\n1', 'Terreno\n150m2', 'Vendedor(a)\nInmobiliaria']","$1,950,000",Hermila
92,"CASA EN CALLE PRIMAVERA,  FRACCIONAMIENTO JARDINES DE SENECU, MAGNIFICO SECTOR.

254m2 de terreno
195m2 de construcción.

CALIDAD ** UBICACIÓN ** PRIVACIDAD
2 ESTANCIAS
Incluye celdas solares.

****  PLANTA BAJA: ****
Cocina integral con barra
Sala y comedor
Baño de visitas en planta baja
Estancia tipo terraza, con chimenea y asadores
Cuarto de herramientas
Cochera cerrada y eléctrica.

*****   PLANTA ALTA  ***
3 recámaras, la principal con baño y closet.
2 amplias recámaras secundarias, con closet.
Estancia de TV.
Baño completo.

VENTAJAS:
Privada de sólo 22 casas
Encino en interiores.
Vitral doble en puerta principal.
Insulada en paredes exteriores.
Impermeabilizada.
Celdas Solares
Equipada : Aire, calefactores y boiler.
Abanicos y Shutters.
Cochera eléctrica.
Patio con fuente
Terraza con chimenea
$175,000 DÓLARES
A 19.0 EL DÓLAR, SERÍAN $3,325,000  pesos.",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n254m2', 'Vendedor(a)\nInmobiliaria']","$175,000 USD",Jardines Senecú
93,"Más de 860m2 de terreno, en plena Avenida de la raza, muy cerca de Avenida Plutarco Elías Calles.

Casa de 477m2 de construcción. Con negocio aledaño con oficina y baño, actualmente es un taller mecánico.

La casa tiene 4 recámaras, una en planta baja, con baño completo contiguo.

Muy amplio terreno posterior y lateral.

Se vende con uso de suelo residencial.",[],"['Recámara(s)\n4', 'Baños\n3', 'Garage\n4+', 'Terreno\n862m2', 'Vendedor(a)\nInmobiliaria']","$5,700,000",Mascareñas
94,"CASA CON 3 HABITACIONES,UBICADA EN ZONA SENDERO
Ubicada en Fraccionamiento Valle del Sol, con fácil acceso a Blvd. Fco. Villarreal Torres y Gómez Morín

Terreno 146.34 m2
Construcción 151.05 m2

PLANTA BAJA:

Estancia u oficina |Sala | Comedor | Cocina |Medio baño | Espacio para centro de lavado | Patio | Cochera para 2 autos

PLANTA ALTA:

3 habitaciones, recámara principal con baño y closet vestidor
1.5 baños


Fraccionamiento con guardia de seguridad y acceso controlado
Amplios espacios en el interior

Equipada con:
- Cocina Integral con barra, estufa y campana
- Closets
- Calefacción y aire acondicionado
- Boiler
- Cochera con portón eléctrico",[],"['Recámara(s)\n3', 'Baños\n1', 'Medio Baños\n1', 'Terreno\n146m2', 'Vendedor(a)\nInmobiliaria']","$1,970,000",Cd. Juarez
95,"CASA CON DIFERENTES LOCALES COMERCIALES A LA VENTA EN FRACCIONAMIENTO ZARAGOZA DISTRITO BRAVOS ZONA BLVD. INDEPENDENCIA
MXN $ 3,320,000

Casa en venta con locales comerciales
Zaragoza Distrito Bravos 
$ 3,320,000 mn
!!!       SOLO CONTADO     !!!
Terreno 364.55 mts
Construcción 300.49 mts
Amplia Casa de 2 plantas equipada, lista para habitar
PLANTA BAJA:
**Sala, comedor, cocina
**Cuarto de lavandería con clóset 
**Medio Baño
**Clóset de visita 
**Patio amplio con jardín y cochera
PLANTA ALTA :
**1 recámara grande con clóset vestidor y baño 
**Cuenta con terraza 
**Estancia muy amplia con salida a una segunda terraza 
**Clóset de blancos 
** Piso de cerámica en toda la casa, zoclo de madera, pasamanos de madera en escalera, aire acondicionado, calefacción, boiler, shutters de madera en cocina y  baño   
1 local comercial 60 mts  con medio baño y clóset, actualmente equipado como paleteria y Neveria. 2 cortinas metálicas 
Piso de cerámica , aire 
1 local comercial con piso de cerámica, medio baño, 1 cortina metálica",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n2', 'Terreno\n364m2', 'Vendedor(a)\nInmobiliaria']","$3,320,000",Zaragoza
96,"BELLA CASA EN VENTA
LA CASA QUE ESTABAS ESPERANDO
HARMONI RESIDENCIAL
Cerca de centro comercial las Misiones, restaurantes, bancos, etc..
**4 recamaras, ( 1  en planta baja)
**Estancia
**Cocina 
**Sala
**Comedor
**3 1/2 baños
Sistema completo de filtración  y caldera para la alberca de 7 x2 mts con jacuzzi, totalmente techada
**unidad de paquete de 5 toneladas
** 1 mini split inverter de 2 toneladas
** canceles de vidrio en los 3 baños
**ventiladores en cada cuarto
**hidromeumatico con cisterna de 1000 lts
190 mts de terreno 
245 mts de construcción 
$$ 4, ",[],"['Recámara(s)\n4', 'Baños\n2', 'Terreno\n190m2', 'Vendedor(a)\nInmobiliaria']","$4,300,000",Cd. Juarez
97,"NUEVA RESIDENCIA ESTILO CONTEMPORANEO FRENTE A LAGO EN ALTOZANO CD JUAREZ

!! SOLO PAGO DE CONTADO !!

MXN 2,900,000 MN

RESIDENCIA FRENTA A LAGO EN CLUSTER PRIVADO, EN ALTOZANO CD JUAREZ

Atractivo proyecto residencial en obra blanca con un 85% de avance, Lista para definir los detalles y personalizar al gusto del comprador


- Terreno 180 m2 / Construcción 200 m2
- Diseño interior de doble altura
- Espacio para jardinera interna
- 3 Habitaciones
- 2 baños completos
- Medio baño en planta baja
- Recámara principal con baño completo y terraza exterior con vista al lago
- Recámara secundaria amplia con terraza al exterior al patio
- Cochera techada para 2 vehículos
- Construcción de ladrillo

Se acepta pago de Contado",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n180m2', 'Vendedor(a)\nInmobiliaria']","$2,900,000",Cd. Juarez
98,"Hermosas casas nuevas en venta, excelente sector, cerca de centros comerciales, escuelas, farmacias, etc..
Precios desde  $1,968,000 mn
3 Recamaras, 2.5 baños, estancia, cuarto de Lavandería, Sala, comedor y cocina
Terreno 130. Construcción 162.",[],"['Recámara(s)\n3', 'Baños\n2', 'Garage\n2', 'Terreno\n130m2', 'Vendedor(a)\nInmobiliaria']","$1,968,000",Cd. Juarez
99,"Fraccionamiento Country Raquet Club

3 Recamaras.
(recámara principal con closet vestidor muy amplio)
4 Baños  y medio.
1 Cuarto de servicio u oficina con baño completo.
Estancia en los 2 pisos.
Construccion capuchino.
Aislada en muros
2 Aires.
2 Calefacciones.
A unos pasos del parque.

$ 4,600,000.00 
Libre gravamen.",[],"['Recámara(s)\n3', 'Baños\n4+', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n279m2', 'Vendedor(a)\nInmobiliaria']","$4,600,000",Country Raquet Club
100,"En esquina y frente a Parque

Terreno 146  
Construcción 162 


> 3 Recámaras (planta alta con clóset vestidor muy amplio) y baño propio
> 2.5 baños en total
> Estancia
> Oficina o cuarta recámara
> Sala
> Comedor
> Cocina
> Área de lavandería
> Aire
> Calefacción
> Minisplit en Recamara principal
> Cochera eléctrica

Libre de gravamen.",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n146m2', 'Vendedor(a)\nInmobiliaria']","$2,550,000",Cd. Juarez
101,"T E R R E N O  
1900 m2

CASA DE  UN PISO 
?? 3 RECAMARA
?? SALA
?? COMEDOR
??COCINA
?? ÁREA DE LAVANDERÍA 
?? BAÑO Y 1/2
??INCLUYE

DEPARTAMENTO ARRIBA
?? CON COCINA 
?? 2 RECAMARA
?? 1BAÑO
?? PORCHE 
?? ALBERCA PEQUEÑA
?? 2 BODEGAS 

  SALÓN DE FIESTAS LOS PEQUES 

EXCELENTE PRESTIGIO  DURANTE ....
24 años.

EL SALÓN TIENE 
?? 4 BAÑOS 
?? COCINETA 
?? OFICINA
??ÁREA DE JUEGOS",[],"['Recámara(s)\n3', 'Baños\n1', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n473m2', 'Vendedor(a)\nInmobiliaria']","$10,950,000",Cd. Juarez
102,"FRACCIONAMIENTO PRIVADO CON ACCESO CONTROLADO

TERRENO: 180M2
CONSTRUCCIÓN: 322M2

* 3 RECÁMARAS (RECÁMARA PRINCIPAL CON CLOSET VESTIDOR)
* 2.5 BAÑOS
* SALA
* COMEDOR
* COCINA
* ÁREA DE LAVANDERÍA
* COCHERA ELÉCTRICA 2 AUTOS
EQUIPAMIENTO Y ACABADOS:
*CANTERA EN FACHADA
* ACABADOS EN TECHOS DE ENCINO BLANCO
* PISOS DE CERÁMICA Y LAMINADO
* MÁSTER COOLER 6800 NUEVO
* CORTINAS HECHAS A MEDIDA
* SE QUEDAN LÁMPARAS DE TODA LA CASA Y ABANICOS
* SE QUEDA ESTUFA Y CAMPANA
* CÁMARAS DE SEGURIDAD CIRCUITO * CERRADO
* DESAYUNADOR EMPOTRADO
* BOOTH
* CALEFACCIÓN
* BOILER
* 1 MINI-SPLIT",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n180m2', 'Vendedor(a)\nInmobiliaria']","$3,528,000",Cd. Juarez
103,"( EN ESQUINA, AMPLIO ESTACIONAMIENTO  PARA VISITAS)

Construcción de ladrillo

PLANTA BAJA:

• Baño de visitas ( 1/2 baño.)
• 1 Recámara con mini-split y baño completo muy amplio 
• Cochera para 2 carros
• Sala /Comedor /Cocina
• Cuarto de lavandería
 • Hermosa cascada en patio en funcionamiento.

PLANTA ALTA

• 3 recámaras
• Baño completo
• Amplia terraza  con acceso por escaleras exteriores
•Cuarto para guardar herramientas  con racks fijos. 

EQUIPAMIENTO

• Rejas en Puertas, ventanas y terraza.
• Aire acondicionado / Calefacción.
• Boiler
• Cocina integral
• Una recámara con refrigeración
• Baños equipados
• Closets de madera en todas las habitaciones.
• Frondoso jardín en la entrada de la casa
• Sistema de filtrado de agua
• Fraccionamiento privado con acceso de seguridad inteligente.
• Hermoso parque verde con área de juegos

Acceso rápido a  calle  Valle del Sol, Francisco Villarreal, Tres Cantos
Cerca  de tiendas de autoservicio, centro comercial Sendero, restaurantes, colegios.",[],"['Recámara(s)\n4', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n153m2', 'Vendedor(a)\nInmobiliaria']","$1,990,000",Parcelas Ejido Jesús Carranza
104,"Ubicada en Pradera Dorada, con fácil acceso a Ejercito Nacional o Av. Tecnológico

Terreno 182 m2
Construcción 221 m2

Planta Baja
- 2 habitaciones, una de ella con baño completo propio

> Recibidor
> Sala
> Comedor
> Desayunador
> Cocina

Planta Alta 
- Estancia familiar 
- Terraza con vista al frente
- Recámara con baño completo 
- Habitación adicional  con acceso independiente, que puede utilizarse para negocio o departamento.
- Cochera techada para 1 vehículo
- Fraccionamiento con guardia de seguridad
- Amplios espacio en el interior
- Escaleras en el exterior para acceso independiente de departamento en planta alta

Equipada con:
- Cocina Integral
- Aire Acondicionado
- Calefacción
- Boiler",[],"['Recámara(s)\n4', 'Baños\n3', 'Garage\n1', 'Terreno\n182m2', 'Vendedor(a)\nInmobiliaria']","$1,798,000",Pradera Dorada
105,"CASA EN VENTA EN FRACCIONAMIENTO PRIVADO 
GARDENO RESIDENCIAL

Teófilo Borunda y Fco Villarreal , Tec Milenio 

Terreno.             130 m2 
Construcción   138.47 m2

 $2,100,000

3 recamaras  ( recámara principal con baño )
2.5 baños 
Sala- comedor
Cocina con cocineta 
Are de lavanderia en cocina 
Patio con terraza techada con luces spot y asador.
Storage y 1/2 baño en exterior 
Pasillo de servicio 
Cochera para 2 autos 

Aislamiento térmico en muros y techos 

EQUIPAMIENTO:
Aire, calefacción, boiler, 3 minisplits frio/calor( 1 en sala de 2 tons y 2 de 1 ton en recámara principal y recamara secundaria), cocineta , shutters en ventanas, ventana doble vidrio en puerta de acceso a patio

Se aceptan todos los créditos
Citas disponibles",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n130m2', 'Vendedor(a)\nInmobiliaria']","$2,100,000",Cd. Juarez
106,"CASA EN VENTA FRACC. VALLE DEL SOL 
(Gómez Morin y Fco. Villarreal)

$  1’970,000
> 3 recámaras ( recámara principal con > Baño y closet vestidor)
> 2.5 Baños
> Oficina en planta baja
> Sala
> Comedor
> Cocina
> Lavandería 
> Patio
> Cochera para dos autos
Terreno 146.34 m2
Construcción 151.05 m2
Equipamiento
- Cocina Integral con barra, estufa y campana
- Closets
- Calefacción y aire acondicionado
- Boiler
- Cochera con portón eléctrico",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n146m2', 'Vendedor(a)\nInmobiliaria']","$1,970,000",Cd. Juarez
107,"Casa en Venta Fracc. las Acequias
Tecnologico y Rivera Lara 

$ 1,930,000 pesos 
158  m2 terreno
110 m2 construcción 
Frente a parque 

> 3 recámaras (la principal al frente con baño propio)
> 2.5  baños 
> Sala
> Comedor
> Pasillo interior en planta alta
> Cocina con preciosa cocina integral y barra para preparar alimentos
> Cómoda escalinata
> Sala enmarcada con detalles de elegancia y sobriedad
> Amplio espacio para comedor
> Espacio dedicado para casa de muñecas, almacén de juguetes u otros artículos
> Área de lavadero
> Cuarto de Servicio/Alacena
> Cuarto de lavado
> Cochera con puerta eléctrica y pequeña fuente
> Enrejada 
Se acepta todo tipo de créditos y efectivo. Cuenta con gravamen. Todos los servicios al corriente.",[],"['Recámara(s)\n3', 'Baños\n3', 'Garage\n2', 'Vendedor(a)\nInmobiliaria']","$1,930,000",Las Acequias
108,"Recámara en planta baja
Sector Vicente Guerrero y IV Siglos
Fracc. Privado La Moraleja 

Precio de venta 4’900,000 pesos

Terreno 300 m2
Construcción. 265 m2

Planta baja
Sala, comedor, cocina
Medio baño
Cuarto de lavandería
Estancia
Recámara principal con baño y closet vestidor 

Planta alta
2 recamaras
1 baño

Equipamiento
Shutters,
Cocina integral , closets, escaleras de encino
Pisos  y Baños con  mármol travertino
Detalles en cantera
Amplio patio con terraza
Ventanas de doble vidrio
Techo y muros con aislamiento térmico
3 aires y 3 calefacciones ( por secciones )
Techo de doble altura
Lámparas, candiles
Cochera eléctrica para un auto
Casa frente a parque",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n1', 'Terreno\n300m2', 'Vendedor(a)\nInmobiliaria']","$4,900,000",Cd. Juarez
109,"Casa en Fraccionamiento Valle del Sol
Frente a parque, en esquina, con excedente de Terreno

203 m2 terreno
190 m2 construcción 

> 4 recámaras (1 en planta baja)
> 2.5  baños 
> Estancia
> Sala, comedor, cocina integral
> Área de lavandería 
> Cochera  techada para 2 vehículos 
> Amplia terraza con pérgola 
> Cuarto de herramienta
> Aire, calefacción y boiler

Fraccionamiento con acceso controlado, frente a plaza Sendero.

Se aceptan todos los créditos.",[],"['Recámara(s)\n4', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n203m2', 'Vendedor(a)\nInmobiliaria']","$3,100,000",Valle del Sol
110,"Casa en Venta
Fraccionamiento Toledo Residencial
Ubicación Av. Ejército Nacional

Precio $ 2,300,000

Terreno 142.33 m²
Construcción 145.62 m²
> 3 Recámaras cada una con Baño Propio ??
> 3.5 Baños
> Cocineta Contemporánea con Barra
> Desayunador
> Sala, Comedor, Cocina
> Área de Lavado
> Closet vestidor en recámara principal
> 2 Minisplits Frío/Calor
> Patio
> Cochera techada para 2 autos",[],"['Recámara(s)\n3', 'Baños\n3', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n142m2', 'Vendedor(a)\nInmobiliaria']","$2,300,000",Cerrada de los Cipreses
111,"Terrenos 190.719 mts2
Construcción 121.050 mts2

> 3 recamaras(recamara principal con baño con tina y closet vestidor)
> 2 1/2 baños
> Estancia 
> Cocina equipada( se queda la estufa)
> Sala/comedor 
> Área de lavado
> Patio grande

Equipada:
> Aire lavado
> Calefacción 
> Calentón de gas de pared en sala y > estancia
> Minisplit en recamara principal
> Boiler

Excelente ubicación.  Con la cercanía de Plaza Sendero, Hospital Angeles, Tecnológico de Monterrey, 
Puentes Internacionales 
Rodeado de vialidades rápidas 

Nota. la casa se va entregar pintada y con el jardín arreglando",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n190m2', 'Vendedor(a)\nInmobiliaria']","$2,300,000",Parcelas Ejido Jesús Carranza
112,"Teófilo Borunda / Paseo de la Victoria /Misión de los Lagos

$3,400,000

Construcción  157m2
Terreno 190m2

* 3 recámaras, la principal con clóset vestidor y baño.
* Amplia Estancia
* Sala en desnivel 
* Comedor con ventanal 
* Cocina integral con barra, parrilla y campana.
* Medio baño en planta baja.
* Cuarto de lavandería con puerta de servicio.
*Frente a parque 

La casa se entrega con equipamiento:
* Aire y calefacción
* Boiler
* Closet
* Tina y regadera independientes en baño principal.
* Persianas y lámparas.

* Patio con asador, barra, alberca y jacuzzi.
* Terraza con vista al parque. 

Incluye: Piso laminado - Vidrio templado - Persianas - Lámparas",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Vendedor(a)\nInmobiliaria']","$3,400,000",Cd. Juarez
113,"CASA EN VENTA FRACC. CANTO DE CALABRIA

Sector Valle del Sol

Precio de Venta $2’400,000

Terreno 168.26
Construcción 127.57 m2

> 3 recamaras la principal con closet vestidor
> 2 1/2 baños
>Sala
> Cocina
> Comedor
> Área de lavandería
> Amplio patio
> Estacionamiento para dos autos
Equipamento
> Dos aires
> Calefacción
> Closet",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n168m2', 'Vendedor(a)\nInmobiliaria']","$2,350,000",Parcelas Ejido Jesús Carranza
114,"En Fracc Privado Habitat del Río. 
cerca de Av. Antonio J Bermudez y Cuatro Siglos. En Calle Calzada  del Rio

Terreno 182 m2

> 3 Recamaras,
> 2.5 Baños
> Sala
> Comedor 
> Cocina
> Estancia
>Estudio
> Cochera cerrada para dos autos

Equipada con:
 > Aire
>  Calefacción
>  Boiler

En excelente  ubicación con fácil acceso a los Puentes Internacionales.",[],"['Recámara(s)\n3', 'Baños\n2', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n182m2', 'Vendedor(a)\nInmobiliaria']","$1,760,000",San Rafael
115,"Casa en Venta 
Fracc. Rodas 
Gomez Morin y Prolongación Teófilo Borunda 

$2,200,000 MN.

Terreno 132 m2
Construcción.  166 m2

> 3 recámaras 
> 1.5 baños 
> Sala
> Comedor 
> Cocina con excelentes dimensiones
> Estancia en planta baja
> Patio con asador incluido
> Cochera techada decorada con piedra 


Equipamiento que incluye:
- Clima
- Ventanas doble vidrio
- Boiler
- Bellos acabados
- Cocina integral
- Closets como nuevos
- Spotlights
- Zoclo de madera en toda la casa",[],"['Recámara(s)\n3', 'Baños\n1', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n132m2', 'Vendedor(a)\nInmobiliaria']","$2,200,000",Waterfill Río Bravo
116,"Casa en Venta 2 recamaras 
Fracc: Villa Solares 

Acceso controlado con guardias de seguridad 24 hrs, bardas perimetrales y amplio parque.

$1,550,000.00 

          ??Bienvenidos creditos

Terreno 149.63 m2

Construccion 75.47 m2

Planta baja.
Sala -. Comedor 
Cocina
Medio baño
Amplio patio con exedente de terreno
En esquina

Planta alta.
2 Recámaras ( preparación para una tercera)
Baño completo 


Rejas de seguridad
Piso de cemento",[],"['Recámara(s)\n2', 'Baños\n1', 'Medio Baños\n1', 'Garage\n2', 'Terreno\n149m2', 'Vendedor(a)\nInmobiliaria']","$1,550,000",Cd. Juarez
